Rating_Pelanggan,Status_Pengiriman_Num,Status_Pengiriman,Diskon,Frekuensi_Panggilan,Diskon_Kategori,Kategori_Diskon,Kategori_Panggilan,Segmentasi_Rating
5,1,Tidak Tepat Waktu,65,4,,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
4,1,Tidak Tepat Waktu,33,2,31-40%,Sangat Tinggi (>30%),Sedikit (≤3),Puas (4-5)
2,1,Tidak Tepat Waktu,58,2,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
4,1,Tidak Tepat Waktu,43,2,41-50%,Sangat Tinggi (>30%),Sedikit (≤3),Puas (4-5)
1,1,Tidak Tepat Waktu,8,2,0-10%,Rendah (≤10%),Sedikit (≤3),Tidak Puas (1-2)
4,1,Tidak Tepat Waktu,48,2,41-50%,Sangat Tinggi (>30%),Sedikit (≤3),Puas (4-5)
3,1,Tidak Tepat Waktu,3,2,0-10%,Rendah (≤10%),Sedikit (≤3),Netral (3)
4,1,Tidak Tepat Waktu,50,2,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Puas (4-5)
2,1,Tidak Tepat Waktu,38,2,31-40%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
5,1,Tidak Tepat Waktu,54,5,51-60%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
3,1,Tidak Tepat Waktu,45,2,41-50%,Sangat Tinggi (>30%),Sedikit (≤3),Netral (3)
2,1,Tidak Tepat Waktu,5,2,0-10%,Rendah (≤10%),Sedikit (≤3),Tidak Puas (1-2)
1,1,Tidak Tepat Waktu,58,2,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
5,1,Tidak Tepat Waktu,19,2,11-20%,Sedang (11-20%),Sedikit (≤3),Puas (4-5)
2,1,Tidak Tepat Waktu,61,2,,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
2,1,Tidak Tepat Waktu,35,2,31-40%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
2,1,Tidak Tepat Waktu,13,2,11-20%,Sedang (11-20%),Sedikit (≤3),Tidak Puas (1-2)
2,1,Tidak Tepat Waktu,22,2,21-30%,Tinggi (21-30%),Sedikit (≤3),Tidak Puas (1-2)
3,1,Tidak Tepat Waktu,13,2,11-20%,Sedang (11-20%),Sedikit (≤3),Netral (3)
4,1,Tidak Tepat Waktu,5,2,0-10%,Rendah (≤10%),Sedikit (≤3),Puas (4-5)
5,1,Tidak Tepat Waktu,49,2,41-50%,Sangat Tinggi (>30%),Sedikit (≤3),Puas (4-5)
3,1,Tidak Tepat Waktu,23,2,21-30%,Tinggi (21-30%),Sedikit (≤3),Netral (3)
1,1,Tidak Tepat Waktu,52,3,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
2,1,Tidak Tepat Waktu,45,3,41-50%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
3,1,Tidak Tepat Waktu,9,5,0-10%,Rendah (≤10%),Sedang (4-5),Netral (3)
2,1,Tidak Tepat Waktu,61,7,,Sangat Tinggi (>30%),Banyak (≥6),Tidak Puas (1-2)
3,1,Tidak Tepat Waktu,10,2,11-20%,Rendah (≤10%),Sedikit (≤3),Netral (3)
1,1,Tidak Tepat Waktu,36,4,31-40%,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
5,1,Tidak Tepat Waktu,21,3,21-30%,Tinggi (21-30%),Sedikit (≤3),Puas (4-5)
5,1,Tidak Tepat Waktu,23,4,21-30%,Tinggi (21-30%),Sedang (4-5),Puas (4-5)
2,1,Tidak Tepat Waktu,12,3,11-20%,Sedang (11-20%),Sedikit (≤3),Tidak Puas (1-2)
1,1,Tidak Tepat Waktu,23,5,21-30%,Tinggi (21-30%),Sedang (4-5),Tidak Puas (1-2)
5,1,Tidak Tepat Waktu,43,4,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
3,1,Tidak Tepat Waktu,52,2,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Netral (3)
5,1,Tidak Tepat Waktu,22,3,21-30%,Tinggi (21-30%),Sedikit (≤3),Puas (4-5)
5,1,Tidak Tepat Waktu,26,5,21-30%,Tinggi (21-30%),Sedang (4-5),Puas (4-5)
2,1,Tidak Tepat Waktu,65,4,,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
4,1,Tidak Tepat Waktu,21,4,21-30%,Tinggi (21-30%),Sedang (4-5),Puas (4-5)
3,1,Tidak Tepat Waktu,24,4,21-30%,Tinggi (21-30%),Sedang (4-5),Netral (3)
1,1,Tidak Tepat Waktu,60,3,,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
1,1,Tidak Tepat Waktu,39,3,31-40%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
4,1,Tidak Tepat Waktu,23,5,21-30%,Tinggi (21-30%),Sedang (4-5),Puas (4-5)
3,1,Tidak Tepat Waktu,29,3,21-30%,Tinggi (21-30%),Sedikit (≤3),Netral (3)
4,1,Tidak Tepat Waktu,20,5,21-30%,Sedang (11-20%),Sedang (4-5),Puas (4-5)
5,1,Tidak Tepat Waktu,32,5,31-40%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
4,1,Tidak Tepat Waktu,13,2,11-20%,Sedang (11-20%),Sedikit (≤3),Puas (4-5)
3,1,Tidak Tepat Waktu,55,5,51-60%,Sangat Tinggi (>30%),Sedang (4-5),Netral (3)
4,1,Tidak Tepat Waktu,34,4,31-40%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
5,1,Tidak Tepat Waktu,44,5,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
2,1,Tidak Tepat Waktu,59,4,51-60%,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
4,1,Tidak Tepat Waktu,12,4,11-20%,Sedang (11-20%),Sedang (4-5),Puas (4-5)
1,1,Tidak Tepat Waktu,23,4,21-30%,Tinggi (21-30%),Sedang (4-5),Tidak Puas (1-2)
3,1,Tidak Tepat Waktu,40,4,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Netral (3)
2,1,Tidak Tepat Waktu,62,3,,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
1,1,Tidak Tepat Waktu,52,5,51-60%,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
1,1,Tidak Tepat Waktu,62,3,,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
2,1,Tidak Tepat Waktu,12,4,11-20%,Sedang (11-20%),Sedang (4-5),Tidak Puas (1-2)
4,1,Tidak Tepat Waktu,36,4,31-40%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
2,1,Tidak Tepat Waktu,52,4,51-60%,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
3,1,Tidak Tepat Waktu,20,4,21-30%,Sedang (11-20%),Sedang (4-5),Netral (3)
3,1,Tidak Tepat Waktu,43,5,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Netral (3)
5,1,Tidak Tepat Waktu,35,4,31-40%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
4,1,Tidak Tepat Waktu,57,3,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Puas (4-5)
3,1,Tidak Tepat Waktu,55,4,51-60%,Sangat Tinggi (>30%),Sedang (4-5),Netral (3)
2,1,Tidak Tepat Waktu,12,3,11-20%,Sedang (11-20%),Sedikit (≤3),Tidak Puas (1-2)
4,1,Tidak Tepat Waktu,36,4,31-40%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
1,1,Tidak Tepat Waktu,59,3,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
3,1,Tidak Tepat Waktu,9,3,0-10%,Rendah (≤10%),Sedikit (≤3),Netral (3)
2,1,Tidak Tepat Waktu,11,4,11-20%,Sedang (11-20%),Sedang (4-5),Tidak Puas (1-2)
5,1,Tidak Tepat Waktu,53,5,51-60%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
4,1,Tidak Tepat Waktu,48,3,41-50%,Sangat Tinggi (>30%),Sedikit (≤3),Puas (4-5)
2,1,Tidak Tepat Waktu,56,3,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
3,1,Tidak Tepat Waktu,51,3,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Netral (3)
3,1,Tidak Tepat Waktu,38,4,31-40%,Sangat Tinggi (>30%),Sedang (4-5),Netral (3)
2,1,Tidak Tepat Waktu,20,4,21-30%,Sedang (11-20%),Sedang (4-5),Tidak Puas (1-2)
2,1,Tidak Tepat Waktu,30,4,31-40%,Tinggi (21-30%),Sedang (4-5),Tidak Puas (1-2)
2,1,Tidak Tepat Waktu,17,4,11-20%,Sedang (11-20%),Sedang (4-5),Tidak Puas (1-2)
5,1,Tidak Tepat Waktu,31,4,31-40%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
1,1,Tidak Tepat Waktu,27,3,21-30%,Tinggi (21-30%),Sedikit (≤3),Tidak Puas (1-2)
5,1,Tidak Tepat Waktu,39,4,31-40%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
4,1,Tidak Tepat Waktu,15,3,11-20%,Sedang (11-20%),Sedikit (≤3),Puas (4-5)
5,1,Tidak Tepat Waktu,12,4,11-20%,Sedang (11-20%),Sedang (4-5),Puas (4-5)
3,1,Tidak Tepat Waktu,46,3,41-50%,Sangat Tinggi (>30%),Sedikit (≤3),Netral (3)
1,1,Tidak Tepat Waktu,33,3,31-40%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
1,1,Tidak Tepat Waktu,24,5,21-30%,Tinggi (21-30%),Sedang (4-5),Tidak Puas (1-2)
4,1,Tidak Tepat Waktu,30,3,31-40%,Tinggi (21-30%),Sedikit (≤3),Puas (4-5)
4,1,Tidak Tepat Waktu,52,3,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Puas (4-5)
4,1,Tidak Tepat Waktu,59,4,51-60%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
1,1,Tidak Tepat Waktu,24,5,21-30%,Tinggi (21-30%),Sedang (4-5),Tidak Puas (1-2)
5,1,Tidak Tepat Waktu,41,4,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
4,1,Tidak Tepat Waktu,56,3,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Puas (4-5)
3,1,Tidak Tepat Waktu,46,4,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Netral (3)
5,1,Tidak Tepat Waktu,22,3,21-30%,Tinggi (21-30%),Sedikit (≤3),Puas (4-5)
4,1,Tidak Tepat Waktu,8,3,0-10%,Rendah (≤10%),Sedikit (≤3),Puas (4-5)
2,1,Tidak Tepat Waktu,33,4,31-40%,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
1,1,Tidak Tepat Waktu,64,3,,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
1,1,Tidak Tepat Waktu,58,5,51-60%,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
4,1,Tidak Tepat Waktu,1,4,0-10%,Rendah (≤10%),Sedang (4-5),Puas (4-5)
5,1,Tidak Tepat Waktu,15,3,11-20%,Sedang (11-20%),Sedikit (≤3),Puas (4-5)
4,1,Tidak Tepat Waktu,60,4,,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
5,1,Tidak Tepat Waktu,53,2,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Puas (4-5)
2,1,Tidak Tepat Waktu,30,3,31-40%,Tinggi (21-30%),Sedikit (≤3),Tidak Puas (1-2)
5,1,Tidak Tepat Waktu,64,4,,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
5,1,Tidak Tepat Waktu,62,2,,Sangat Tinggi (>30%),Sedikit (≤3),Puas (4-5)
3,1,Tidak Tepat Waktu,2,5,0-10%,Rendah (≤10%),Sedang (4-5),Netral (3)
1,1,Tidak Tepat Waktu,6,5,0-10%,Rendah (≤10%),Sedang (4-5),Tidak Puas (1-2)
5,1,Tidak Tepat Waktu,55,5,51-60%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
3,1,Tidak Tepat Waktu,58,5,51-60%,Sangat Tinggi (>30%),Sedang (4-5),Netral (3)
5,1,Tidak Tepat Waktu,44,4,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
1,1,Tidak Tepat Waktu,47,5,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
5,1,Tidak Tepat Waktu,13,4,11-20%,Sedang (11-20%),Sedang (4-5),Puas (4-5)
5,1,Tidak Tepat Waktu,22,5,21-30%,Tinggi (21-30%),Sedang (4-5),Puas (4-5)
2,1,Tidak Tepat Waktu,15,2,11-20%,Sedang (11-20%),Sedikit (≤3),Tidak Puas (1-2)
3,1,Tidak Tepat Waktu,47,4,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Netral (3)
2,1,Tidak Tepat Waktu,56,3,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
1,1,Tidak Tepat Waktu,31,5,31-40%,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
4,1,Tidak Tepat Waktu,25,3,21-30%,Tinggi (21-30%),Sedikit (≤3),Puas (4-5)
3,1,Tidak Tepat Waktu,62,2,,Sangat Tinggi (>30%),Sedikit (≤3),Netral (3)
1,1,Tidak Tepat Waktu,65,3,,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
3,1,Tidak Tepat Waktu,6,4,0-10%,Rendah (≤10%),Sedang (4-5),Netral (3)
2,1,Tidak Tepat Waktu,49,5,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
2,1,Tidak Tepat Waktu,4,3,0-10%,Rendah (≤10%),Sedikit (≤3),Tidak Puas (1-2)
5,1,Tidak Tepat Waktu,61,3,,Sangat Tinggi (>30%),Sedikit (≤3),Puas (4-5)
3,1,Tidak Tepat Waktu,29,4,21-30%,Tinggi (21-30%),Sedang (4-5),Netral (3)
2,1,Tidak Tepat Waktu,62,6,,Sangat Tinggi (>30%),Banyak (≥6),Tidak Puas (1-2)
2,1,Tidak Tepat Waktu,39,3,31-40%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
4,1,Tidak Tepat Waktu,15,3,11-20%,Sedang (11-20%),Sedikit (≤3),Puas (4-5)
3,1,Tidak Tepat Waktu,8,3,0-10%,Rendah (≤10%),Sedikit (≤3),Netral (3)
5,1,Tidak Tepat Waktu,3,3,0-10%,Rendah (≤10%),Sedikit (≤3),Puas (4-5)
5,1,Tidak Tepat Waktu,19,3,11-20%,Sedang (11-20%),Sedikit (≤3),Puas (4-5)
3,1,Tidak Tepat Waktu,2,4,0-10%,Rendah (≤10%),Sedang (4-5),Netral (3)
5,1,Tidak Tepat Waktu,18,4,11-20%,Sedang (11-20%),Sedang (4-5),Puas (4-5)
5,1,Tidak Tepat Waktu,38,4,31-40%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
1,1,Tidak Tepat Waktu,19,5,11-20%,Sedang (11-20%),Sedang (4-5),Tidak Puas (1-2)
1,1,Tidak Tepat Waktu,19,5,11-20%,Sedang (11-20%),Sedang (4-5),Tidak Puas (1-2)
5,1,Tidak Tepat Waktu,53,3,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Puas (4-5)
3,1,Tidak Tepat Waktu,45,2,41-50%,Sangat Tinggi (>30%),Sedikit (≤3),Netral (3)
3,1,Tidak Tepat Waktu,21,5,21-30%,Tinggi (21-30%),Sedang (4-5),Netral (3)
5,1,Tidak Tepat Waktu,43,3,41-50%,Sangat Tinggi (>30%),Sedikit (≤3),Puas (4-5)
2,1,Tidak Tepat Waktu,5,3,0-10%,Rendah (≤10%),Sedikit (≤3),Tidak Puas (1-2)
4,1,Tidak Tepat Waktu,54,3,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Puas (4-5)
2,1,Tidak Tepat Waktu,59,5,51-60%,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
4,1,Tidak Tepat Waktu,45,5,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
5,1,Tidak Tepat Waktu,40,4,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
3,1,Tidak Tepat Waktu,23,4,21-30%,Tinggi (21-30%),Sedang (4-5),Netral (3)
5,1,Tidak Tepat Waktu,57,2,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Puas (4-5)
1,1,Tidak Tepat Waktu,42,3,41-50%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
2,1,Tidak Tepat Waktu,7,5,0-10%,Rendah (≤10%),Sedang (4-5),Tidak Puas (1-2)
3,1,Tidak Tepat Waktu,62,4,,Sangat Tinggi (>30%),Sedang (4-5),Netral (3)
2,1,Tidak Tepat Waktu,20,4,21-30%,Sedang (11-20%),Sedang (4-5),Tidak Puas (1-2)
1,1,Tidak Tepat Waktu,20,4,21-30%,Sedang (11-20%),Sedang (4-5),Tidak Puas (1-2)
1,1,Tidak Tepat Waktu,63,4,,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
4,1,Tidak Tepat Waktu,13,4,11-20%,Sedang (11-20%),Sedang (4-5),Puas (4-5)
4,1,Tidak Tepat Waktu,20,5,21-30%,Sedang (11-20%),Sedang (4-5),Puas (4-5)
2,1,Tidak Tepat Waktu,33,3,31-40%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
4,1,Tidak Tepat Waktu,29,4,21-30%,Tinggi (21-30%),Sedang (4-5),Puas (4-5)
4,1,Tidak Tepat Waktu,10,3,11-20%,Rendah (≤10%),Sedikit (≤3),Puas (4-5)
1,1,Tidak Tepat Waktu,53,2,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
3,1,Tidak Tepat Waktu,58,4,51-60%,Sangat Tinggi (>30%),Sedang (4-5),Netral (3)
1,1,Tidak Tepat Waktu,40,3,41-50%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
3,1,Tidak Tepat Waktu,51,4,51-60%,Sangat Tinggi (>30%),Sedang (4-5),Netral (3)
2,1,Tidak Tepat Waktu,19,3,11-20%,Sedang (11-20%),Sedikit (≤3),Tidak Puas (1-2)
2,1,Tidak Tepat Waktu,49,3,41-50%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
2,1,Tidak Tepat Waktu,36,4,31-40%,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
3,1,Tidak Tepat Waktu,50,5,51-60%,Sangat Tinggi (>30%),Sedang (4-5),Netral (3)
2,1,Tidak Tepat Waktu,56,2,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
1,1,Tidak Tepat Waktu,23,4,21-30%,Tinggi (21-30%),Sedang (4-5),Tidak Puas (1-2)
5,1,Tidak Tepat Waktu,65,4,,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
2,1,Tidak Tepat Waktu,43,3,41-50%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
5,1,Tidak Tepat Waktu,3,2,0-10%,Rendah (≤10%),Sedikit (≤3),Puas (4-5)
2,1,Tidak Tepat Waktu,5,3,0-10%,Rendah (≤10%),Sedikit (≤3),Tidak Puas (1-2)
4,1,Tidak Tepat Waktu,14,3,11-20%,Sedang (11-20%),Sedikit (≤3),Puas (4-5)
3,1,Tidak Tepat Waktu,12,4,11-20%,Sedang (11-20%),Sedang (4-5),Netral (3)
1,1,Tidak Tepat Waktu,32,4,31-40%,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
1,1,Tidak Tepat Waktu,15,2,11-20%,Sedang (11-20%),Sedikit (≤3),Tidak Puas (1-2)
2,1,Tidak Tepat Waktu,27,3,21-30%,Tinggi (21-30%),Sedikit (≤3),Tidak Puas (1-2)
3,1,Tidak Tepat Waktu,33,4,31-40%,Sangat Tinggi (>30%),Sedang (4-5),Netral (3)
5,1,Tidak Tepat Waktu,63,5,,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
2,1,Tidak Tepat Waktu,48,5,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
2,1,Tidak Tepat Waktu,43,4,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
1,1,Tidak Tepat Waktu,58,3,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
2,1,Tidak Tepat Waktu,24,4,21-30%,Tinggi (21-30%),Sedang (4-5),Tidak Puas (1-2)
2,1,Tidak Tepat Waktu,7,3,0-10%,Rendah (≤10%),Sedikit (≤3),Tidak Puas (1-2)
4,1,Tidak Tepat Waktu,45,4,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
1,1,Tidak Tepat Waktu,34,4,31-40%,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
3,1,Tidak Tepat Waktu,57,4,51-60%,Sangat Tinggi (>30%),Sedang (4-5),Netral (3)
4,1,Tidak Tepat Waktu,52,3,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Puas (4-5)
4,1,Tidak Tepat Waktu,40,5,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
2,1,Tidak Tepat Waktu,19,2,11-20%,Sedang (11-20%),Sedikit (≤3),Tidak Puas (1-2)
1,1,Tidak Tepat Waktu,27,5,21-30%,Tinggi (21-30%),Sedang (4-5),Tidak Puas (1-2)
5,1,Tidak Tepat Waktu,45,5,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
2,1,Tidak Tepat Waktu,22,4,21-30%,Tinggi (21-30%),Sedang (4-5),Tidak Puas (1-2)
4,1,Tidak Tepat Waktu,44,6,41-50%,Sangat Tinggi (>30%),Banyak (≥6),Puas (4-5)
2,1,Tidak Tepat Waktu,48,4,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
1,1,Tidak Tepat Waktu,43,4,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
1,1,Tidak Tepat Waktu,22,3,21-30%,Tinggi (21-30%),Sedikit (≤3),Tidak Puas (1-2)
4,1,Tidak Tepat Waktu,20,5,21-30%,Sedang (11-20%),Sedang (4-5),Puas (4-5)
2,1,Tidak Tepat Waktu,15,5,11-20%,Sedang (11-20%),Sedang (4-5),Tidak Puas (1-2)
5,1,Tidak Tepat Waktu,48,3,41-50%,Sangat Tinggi (>30%),Sedikit (≤3),Puas (4-5)
3,1,Tidak Tepat Waktu,58,3,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Netral (3)
5,1,Tidak Tepat Waktu,23,3,21-30%,Tinggi (21-30%),Sedikit (≤3),Puas (4-5)
3,1,Tidak Tepat Waktu,45,5,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Netral (3)
3,1,Tidak Tepat Waktu,48,4,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Netral (3)
4,1,Tidak Tepat Waktu,35,4,31-40%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
3,1,Tidak Tepat Waktu,19,3,11-20%,Sedang (11-20%),Sedikit (≤3),Netral (3)
4,1,Tidak Tepat Waktu,18,4,11-20%,Sedang (11-20%),Sedang (4-5),Puas (4-5)
4,1,Tidak Tepat Waktu,51,4,51-60%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
4,1,Tidak Tepat Waktu,3,3,0-10%,Rendah (≤10%),Sedikit (≤3),Puas (4-5)
1,1,Tidak Tepat Waktu,19,3,11-20%,Sedang (11-20%),Sedikit (≤3),Tidak Puas (1-2)
3,1,Tidak Tepat Waktu,22,4,21-30%,Tinggi (21-30%),Sedang (4-5),Netral (3)
4,1,Tidak Tepat Waktu,55,4,51-60%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
3,1,Tidak Tepat Waktu,34,2,31-40%,Sangat Tinggi (>30%),Sedikit (≤3),Netral (3)
2,1,Tidak Tepat Waktu,53,3,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
1,1,Tidak Tepat Waktu,23,4,21-30%,Tinggi (21-30%),Sedang (4-5),Tidak Puas (1-2)
5,1,Tidak Tepat Waktu,53,4,51-60%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
1,1,Tidak Tepat Waktu,54,4,51-60%,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
3,1,Tidak Tepat Waktu,17,3,11-20%,Sedang (11-20%),Sedikit (≤3),Netral (3)
4,1,Tidak Tepat Waktu,15,3,11-20%,Sedang (11-20%),Sedikit (≤3),Puas (4-5)
2,1,Tidak Tepat Waktu,52,3,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
2,1,Tidak Tepat Waktu,26,5,21-30%,Tinggi (21-30%),Sedang (4-5),Tidak Puas (1-2)
1,1,Tidak Tepat Waktu,18,4,11-20%,Sedang (11-20%),Sedang (4-5),Tidak Puas (1-2)
4,1,Tidak Tepat Waktu,43,3,41-50%,Sangat Tinggi (>30%),Sedikit (≤3),Puas (4-5)
4,1,Tidak Tepat Waktu,1,3,0-10%,Rendah (≤10%),Sedikit (≤3),Puas (4-5)
2,1,Tidak Tepat Waktu,40,4,41-50%,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
2,1,Tidak Tepat Waktu,24,5,21-30%,Tinggi (21-30%),Sedang (4-5),Tidak Puas (1-2)
2,1,Tidak Tepat Waktu,15,3,11-20%,Sedang (11-20%),Sedikit (≤3),Tidak Puas (1-2)
5,1,Tidak Tepat Waktu,2,3,0-10%,Rendah (≤10%),Sedikit (≤3),Puas (4-5)
4,1,Tidak Tepat Waktu,2,4,0-10%,Rendah (≤10%),Sedang (4-5),Puas (4-5)
5,1,Tidak Tepat Waktu,10,3,11-20%,Rendah (≤10%),Sedikit (≤3),Puas (4-5)
5,1,Tidak Tepat Waktu,2,3,0-10%,Rendah (≤10%),Sedikit (≤3),Puas (4-5)
1,1,Tidak Tepat Waktu,61,4,,Sangat Tinggi (>30%),Sedang (4-5),Tidak Puas (1-2)
3,1,Tidak Tepat Waktu,8,4,0-10%,Rendah (≤10%),Sedang (4-5),Netral (3)
2,1,Tidak Tepat Waktu,9,2,0-10%,Rendah (≤10%),Sedikit (≤3),Tidak Puas (1-2)
1,1,Tidak Tepat Waktu,39,3,31-40%,Sangat Tinggi (>30%),Sedikit (≤3),Tidak Puas (1-2)
3,1,Tidak Tepat Waktu,10,4,11-20%,Rendah (≤10%),Sedang (4-5),Netral (3)
5,1,Tidak Tepat Waktu,59,4,51-60%,Sangat Tinggi (>30%),Sedang (4-5),Puas (4-5)
2,1,Tidak Tepat Waktu,26,4,21-30%,Tinggi (21-30%),Sedang (4-5),Tidak Puas (1-2)
4,1,Tidak Tepat Waktu,41,3,41-50%,Sangat Tinggi (>30%),Sedikit (≤3),Puas (4-5)
4,1,Tidak Tepat Waktu,24,3,21-30%,Tinggi (21-30%),Sedikit (≤3),Puas (4-5)
5,1,Tidak Tepat Waktu,56,3,51-60%,Sangat Tinggi (>30%),Sedikit (≤3),Puas (4-5)
